neighbourhood_group_Bronx,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,days_since_last_review
0,0,1,0,0,0,1,0,107,2,0,0.72,1,0,277
0,0,1,0,0,1,0,0,190,2,26,0.58,1,42,7
0,1,0,0,0,1,0,0,175,1,0,0.72,1,0,277
0,0,1,0,0,1,0,0,96,2,34,0.75,1,0,14
0,1,0,0,0,0,1,0,40,1,0,0.72,1,0,277
0,0,1,0,0,1,0,0,175,7,15,0.34,1,0,365
0,0,1,0,0,0,1,0,65,2,38,0.83,2,270,69
0,1,0,0,0,1,0,0,63,5,35,0.78,2,98,26
0,0,1,0,0,0,1,0,110,1,2,0.07,1,0,203
0,0,0,1,0,1,0,0,100,1,14,0.31,1,90,188
0,1,0,0,0,1,0,0,175,5,10,0.23,1,32,25
0,1,0,0,0,0,1,0,60,1,0,0.72,1,0,277
0,0,1,0,0,0,1,0,148,1,30,0.84,1,16,4
0,0,0,1,0,0,1,0,65,1,0,0.72,1,0,277
0,1,0,0,0,0,1,0,150,4,0,0.72,1,0,277
0,1,0,0,0,0,1,0,100,1,5,0.22,1,89,617
0,0,1,0,0,1,0,0,199,2,18,1.28,1,1,23
0,0,1,0,0,1,0,0,245,3,51,1.12,1,0,292
0,0,1,0,0,1,0,0,88,2,24,0.53,1,39,9
0,0,1,0,0,1,0,0,200,1,0,0.72,1,0,277
0,0,1,0,0,0,1,0,100,1,58,1.27,1,78,15
0,0,1,0,0,0,0,1,60,1,0,0.72,1,0,277
0,1,0,0,0,0,1,0,125,2,30,0.67,2,80,11
1,0,0,0,0,0,1,0,65,1,0,0.72,1,0,277
0,0,1,0,0,1,0,0,300,1,0,0.72,1,0,277
0,1,0,0,0,0,1,0,180,5,12,0.28,2,189,72
0,0,1,0,0,0,1,0,63,1,52,1.14,2,276,23
0,0,1,0,0,0,1,0,125,2,10,0.22,1,256,259
0,1,0,0,0,1,0,0,140,7,16,0.49,1,1,115
0,1,0,0,0,1,0,0,85,5,0,0.72,1,0,277
0,1,0,0,0,0,1,0,45,1,0,0.72,1,0,277
0,0,1,0,0,1,0,0,140,1,49,1.23,1,16,12
0,0,1,0,0,1,0,0,190,5,15,0.35,1,0,109
0,1,0,0,0,0,1,0,40,4,34,0.75,2,105,196
0,0,1,0,0,0,1,0,135,1,0,0.72,1,0,277
0,1,0,0,0,0,1,0,50,1,0,0.72,1,0,277
0,1,0,0,0,0,1,0,90,1,6,0.13,1,0,381
0,0,1,0,0,0,1,0,62,10,32,0.74,1,144,228
0,1,0,0,0,1,0,0,170,1,8,0.19,2,0,292
0,0,1,0,0,1,0,0,150,6,51,1.13,2,66,69
0,0,1,0,0,1,0,0,250,2,33,0.73,1,7,65
0,0,1,0,0,1,0,0,175,1,49,1.11,1,4,64
0,1,0,0,0,0,0,1,100,4,0,0.72,1,270,277
0,0,1,0,0,0,1,0,50,1,0,0.72,1,0,277
0,1,0,0,0,1,0,0,60,3,0,0.72,1,0,277
0,0,0,1,0,0,1,0,115,2,0,0.72,1,0,277
0,0,1,0,0,1,0,0,175,3,0,0.72,1,0,277
0,1,0,0,0,0,1,0,45,1,9,0.27,1,0,124
0,0,1,0,0,1,0,0,165,10,31,0.71,1,55,53
0,0,1,0,0,1,0,0,250,1,0,0.72,1,0,277
0,1,0,0,0,1,0,0,135,2,0,0.72,1,0,277
0,0,0,0,1,0,1,0,300,1,0,0.72,1,0,277
0,1,0,0,0,1,0,0,120,4,0,0.72,1,0,277
0,0,1,0,0,1,0,0,179,3,26,0.58,1,6,22
0,1,0,0,0,1,0,0,115,5,28,0.7,2,347,0
0,0,1,0,0,1,0,0,290,3,58,1.33,1,188,552
0,0,1,0,0,0,1,0,95,2,32,0.72,1,170,8
0,0,0,1,0,0,1,0,45,1,25,0.65,2,335,158
0,0,1,0,0,0,0,1,64,2,0,0.72,1,0,277
0,1,0,0,0,1,0,0,80,3,0,0.72,1,0,277
0,1,0,0,0,0,1,0,80,4,0,0.72,1,0,277
0,1,0,0,0,1,0,0,105,1,54,1.19,1,365,27
0,1,0,0,0,0,1,0,45,3,11,0.24,1,66,300
0,1,0,0,0,0,1,0,95,2,10,0.22,1,22,23
0,1,0,0,0,1,0,0,200,5,7,0.16,1,0,188
0,0,1,0,0,1,0,0,170,4,28,0.82,1,364,20
0,1,0,0,0,1,0,0,250,7,0,0.72,1,0,277
0,1,0,0,0,0,1,0,115,2,2,0.92,1,362,15
0,0,1,0,0,0,1,0,83,1,0,0.72,1,0,277
0,1,0,0,0,1,0,0,175,2,12,0.77,1,0,176
0,1,0,0,0,0,1,0,50,1,0,0.72,1,0,277
0,1,0,0,0,0,1,0,40,10,12,0.28,1,343,8
0,1,0,0,0,0,1,0,65,2,28,0.7,1,204,111
0,1,0,0,0,0,1,0,60,3,9,0.2,1,0,345
0,1,0,0,0,1,0,0,70,1,0,0.72,1,0,277
0,1,0,0,0,0,1,0,41,7,0,0.72,1,0,277
0,0,1,0,0,0,1,0,120,6,17,0.38,2,0,628
0,0,1,0,0,0,1,0,50,1,38,0.85,2,344,7
0,1,0,0,0,1,0,0,150,1,0,0.72,1,0,277
1,0,0,0,0,0,1,0,60,3,8,0.19,1,363,551
0,0,0,1,0,0,0,1,150,3,0,0.72,1,0,277
0,0,1,0,0,1,0,0,130,5,0,0.72,1,0,277
0,0,1,0,0,1,0,0,65,2,32,0.73,1,16,21
0,0,1,0,0,0,1,0,90,3,0,0.72,1,0,277
0,1,0,0,0,0,1,0,95,2,20,0.45,2,191,36
0,0,1,0,0,1,0,0,133,3,38,0.89,1,2,8
0,1,0,0,0,1,0,0,150,7,40,0.89,1,279,13
0,1,0,0,0,0,1,0,35,1,0,0.72,1,0,277
0,1,0,0,0,1,0,0,125,1,0,0.72,1,0,277
0,0,0,1,0,1,0,0,99,3,40,0.91,1,128,28
0,1,0,0,0,0,1,0,70,4,57,1.44,2,333,15
0,0,1,0,0,1,0,0,200,1,0,0.72,1,0,277
0,1,0,0,0,1,0,0,115,1,0,0.72,1,0,277
0,0,1,0,0,0,1,0,75,3,0,0.72,1,0,277
0,0,1,0,0,0,1,0,80,1,16,1.15,2,345,65
0,1,0,0,0,1,0,0,150,1,0,0.72,1,0,277
0,1,0,0,0,1,0,0,140,3,8,0.18,1,0,241
0,0,0,1,0,1,0,0,84,2,0,0.72,1,0,277
0,1,0,0,0,1,0,0,169,1,22,2.59,1,39,6
0,1,0,0,0,0,1,0,75,1,15,0.33,1,355,273
0,0,0,1,0,1,0,0,75,7,0,0.72,1,0,277
0,1,0,0,0,0,1,0,95,2,57,1.27,1,209,14
0,0,1,0,0,1,0,0,230,1,0,0.72,1,0,277
0,0,1,0,0,0,0,1,55,5,5,0.12,3,0,18
0,0,0,1,0,0,1,0,60,2,5,0.21,1,0,402
0,0,1,0,0,1,0,0,104,1,0,0.72,1,0,277
0,1,0,0,0,1,0,0,169,2,30,0.87,1,345,8
0,0,1,0,0,1,0,0,295,4,0,0.72,1,0,277
0,1,0,0,0,0,0,1,99,3,0,0.72,1,0,277
0,0,1,0,0,1,0,0,225,1,0,0.72,1,0,277
0,1,0,0,0,0,1,0,50,6,24,0.54,1,0,421
0,1,0,0,0,0,1,0,55,1,3,0.09,1,0,189
0,1,0,0,0,0,1,0,155,1,0,0.72,1,0,277
0,1,0,0,0,1,0,0,275,3,51,1.14,1,0,582
0,1,0,0,0,1,0,0,170,3,28,0.62,1,0,280
0,0,1,0,0,1,0,0,190,1,0,0.72,1,0,277
0,1,0,0,0,1,0,0,150,2,19,0.42,1,0,632
0,0,1,0,0,1,0,0,169,5,0,0.72,1,0,277
0,0,1,0,0,0,1,0,90,7,0,0.72,2,0,277
0,1,0,0,0,0,1,0,40,5,12,0.28,1,0,120
0,0,1,0,0,1,0,0,157,3,2,0.1,1,0,590
0,1,0,0,0,0,1,0,50,3,15,0.33,2,217,130
0,0,0,1,0,0,1,0,55,1,33,2.1,2,293,77
0,0,1,0,0,1,0,0,150,1,48,1.07,3,326,15
0,1,0,0,0,0,1,0,105,5,32,0.71,2,312,44
0,0,1,0,0,0,1,0,180,1,0,0.72,1,0,277
0,1,0,0,0,1,0,0,120,2,28,0.64,1,294,8
0,0,1,0,0,0,1,0,89,1,0,0.72,1,0,277
0,0,1,0,0,0,1,0,125,1,27,2.87,1,80,41
0,1,0,0,0,0,1,0,249,3,5,0.45,3,360,6
0,1,0,0,0,0,1,0,100,1,0,0.72,1,0,277
0,0,1,0,0,1,0,0,139,3,11,0.25,1,0,406
0,1,0,0,0,1,0,0,89,4,5,0.12,1,2,305
0,0,1,0,0,1,0,0,125,1,0,0.72,1,0,277
0,0,1,0,0,1,0,0,200,5,10,0.26,1,0,192
0,0,1,0,0,1,0,0,175,1,0,0.72,1,0,277
0,0,1,0,0,1,0,0,150,1,0,0.72,1,0,277
0,0,1,0,0,1,0,0,165,1,0,0.72,2,0,277
0,1,0,0,0,1,0,0,200,3,0,0.72,1,0,277
0,0,0,1,0,1,0,0,42,3,0,0.72,1,0,277
0,0,1,0,0,0,1,0,75,1,0,0.72,1,0,277
0,0,1,0,0,0,1,0,90,7,0,0.72,1,0,277
0,0,1,0,0,1,0,0,190,2,10,0.97,1,41,7
0,0,1,0,0,1,0,0,200,2,29,0.65,1,0,188
0,0,1,0,0,1,0,0,175,7,44,0.99,3,193,9
0,0,0,1,0,0,1,0,100,4,46,1.18,1,284,9
0,0,1,0,0,0,1,0,74,1,0,0.72,1,0,277
0,1,0,0,0,0,1,0,60,2,1,0.52,1,0,57
0,1,0,0,0,1,0,0,97,2,22,0.54,1,2,48
0,0,1,0,0,0,1,0,79,1,0,0.72,1,0,277
0,1,0,0,0,0,1,0,57,5,14,0.37,2,216,40
0,0,1,0,0,0,1,0,195,1,0,0.72,1,0,277
0,0,0,1,0,1,0,0,180,3,0,0.72,1,0,277
0,0,1,0,0,1,0,0,180,2,18,0.42,1,29,25
0,1,0,0,0,1,0,0,100,2,13,0.31,1,0,302
0,1,0,0,0,1,0,0,175,2,21,1.4,1,38,50
0,0,1,0,0,0,1,0,210,3,0,0.72,2,0,277
0,1,0,0,0,1,0,0,55,3,0,0.72,2,0,277
0,1,0,0,0,0,1,0,80,3,0,0.72,1,0,277
0,0,1,0,0,1,0,0,103,6,0,0.72,1,0,277
0,0,0,1,0,0,1,0,90,3,34,1.02,1,3,2
0,0,1,0,0,1,0,0,95,2,0,0.72,1,0,277
0,0,1,0,0,0,1,0,75,2,53,1.18,1,0,374
0,1,0,0,0,0,1,0,80,2,38,0.89,3,0,345
0,1,0,0,0,1,0,0,98,2,12,0.27,1,320,379
0,0,1,0,0,0,1,0,100,1,25,0.72,1,0,626
0,1,0,0,0,0,1,0,100,6,0,0.72,1,0,277
0,0,1,0,0,0,1,0,45,5,0,0.72,1,0,277
0,1,0,0,0,1,0,0,120,7,9,0.21,1,0,209
0,0,1,0,0,1,0,0,190,1,0,0.72,1,0,277
0,0,1,0,0,0,1,0,85,1,3,0.07,1,0,624
0,1,0,0,0,0,1,0,55,1,0,0.72,1,0,277
0,0,1,0,0,0,1,0,95,3,0,0.72,1,0,277
0,0,1,0,0,1,0,0,210,5,0,0.72,1,0,277
0,1,0,0,0,1,0,0,200,5,0,0.72,1,0,277
0,0,1,0,0,0,1,0,100,1,0,0.72,1,0,277
0,0,1,0,0,1,0,0,145,6,49,2.38,1,76,17
0,0,1,0,0,1,0,0,250,7,34,0.78,1,147,8
0,1,0,0,0,0,1,0,55,2,0,0.72,1,0,277
0,0,1,0,0,1,0,0,150,1,0,0.72,1,0,277
0,1,0,0,0,0,1,0,70,6,0,0.72,1,0,277
0,1,0,0,0,1,0,0,120,5,0,0.72,1,190,277
0,1,0,0,0,0,1,0,60,1,0,0.72,1,0,277
0,0,1,0,0,0,1,0,65,3,17,0.39,1,280,81
0,1,0,0,0,1,0,0,150,2,40,0.9,1,0,308
0,1,0,0,0,1,0,0,165,4,0,0.72,1,0,277
0,0,1,0,0,1,0,0,100,5,3,0.07,1,0,541
0,1,0,0,0,1,0,0,149,2,26,0.67,3,360,15
0,0,1,0,0,1,0,0,300,1,0,0.72,1,0,277
0,0,1,0,0,1,0,0,193,1,8,0.23,1,0,555
0,0,0,1,0,0,1,0,79,3,4,0.31,1,180,36
0,0,1,0,0,1,0,0,185,6,10,0.23,1,0,223
0,0,1,0,0,1,0,0,200,1,0,0.72,1,0,277
0,1,0,0,0,1,0,0,150,2,9,0.21,1,6,191
0,0,0,1,0,0,1,0,74,2,6,0.13,1,5,43
0,1,0,0,0,0,1,0,125,5,26,0.59,2,292,49
0,1,0,0,0,1,0,0,220,1,0,0.72,1,0,277
0,1,0,0,0,1,0,0,240,1,1,0.05,1,0,637
0,1,0,0,0,1,0,0,165,2,53,1.24,3,289,16
0,0,1,0,0,0,1,0,85,6,10,0.23,1,36,187
0,0,1,0,0,0,1,0,120,1,0,0.72,1,0,277
0,1,0,0,0,0,1,0,40,5,8,0.23,1,289,43
0,0,1,0,0,0,1,0,55,7,24,0.54,2,0,553
0,1,0,0,0,1,0,0,300,4,0,0.72,1,0,277
0,1,0,0,0,0,1,0,240,1,0,0.72,1,0,277
0,0,1,0,0,1,0,0,180,4,13,0.35,1,4,12
0,0,1,0,0,1,0,0,250,7,0,0.72,1,0,277
0,1,0,0,0,1,0,0,108,7,19,0.43,1,21,17
0,0,1,0,0,1,0,0,85,1,0,0.72,1,0,277
0,1,0,0,0,0,1,0,60,1,0,0.72,1,0,277
0,0,0,1,0,0,1,0,50,1,9,0.42,2,0,78
0,0,1,0,0,1,0,0,120,2,0,0.72,1,0,277
0,0,1,0,0,0,1,0,300,1,0,0.72,1,0,277
0,1,0,0,0,0,1,0,100,1,0,0.72,1,0,277
0,0,1,0,0,0,0,1,35,1,25,0.63,3,55,45
0,0,1,0,0,1,0,0,150,7,0,0.72,1,0,277
0,1,0,0,0,1,0,0,89,3,3,0.07,1,0,557
0,0,1,0,0,0,1,0,300,3,0,0.72,1,0,277
0,0,1,0,0,1,0,0,250,2,0,0.72,1,0,277
0,0,0,1,0,0,1,0,70,1,0,0.72,1,0,277
0,0,1,0,0,1,0,0,135,1,0,0.72,1,0,277
0,0,1,0,0,1,0,0,80,2,2,0.05,1,0,272
0,1,0,0,0,0,1,0,90,1,46,1.04,3,16,29
0,1,0,0,0,1,0,0,145,3,3,0.07,1,0,21
0,0,0,1,0,1,0,0,125,5,6,0.16,1,157,307
0,1,0,0,0,1,0,0,150,3,34,0.77,1,0,68
0,1,0,0,0,0,1,0,50,2,38,1.06,1,98,576
0,1,0,0,0,0,1,0,49,5,0,0.72,1,0,277
0,0,1,0,0,1,0,0,185,5,14,0.38,1,4,78
0,1,0,0,0,0,1,0,85,1,8,0.19,1,364,307
0,1,0,0,0,1,0,0,89,1,0,0.72,1,0,277
0,1,0,0,0,0,1,0,100,1,0,0.72,1,0,277
0,1,0,0,0,1,0,0,125,2,0,0.72,1,0,277
0,0,1,0,0,1,0,0,175,5,0,0.72,1,0,277
0,1,0,0,0,1,0,0,95,1,0,0.72,1,0,277
0,0,1,0,0,1,0,0,300,2,8,0.18,1,181,42
0,0,1,0,0,1,0,0,175,1,0,0.72,1,0,277
0,0,1,0,0,1,0,0,300,3,3,0.07,1,0,589
0,0,0,1,0,0,1,0,39,4,9,0.21,1,0,74
0,0,0,1,0,0,0,1,20,3,3,0.07,1,0,164
0,0,1,0,0,1,0,0,120,2,2,0.05,1,0,493
0,0,1,0,0,0,1,0,82,5,0,0.72,1,0,277
0,1,0,0,0,0,1,0,75,2,42,0.96,1,0,397
0,1,0,0,0,1,0,0,110,2,50,1.15,1,0,195
0,0,1,0,0,0,1,0,180,1,10,0.3,1,175,32
0,0,1,0,0,0,1,0,159,1,0,0.72,3,365,277
0,0,1,0,0,1,0,0,150,1,0,0.72,1,0,277
0,0,1,0,0,0,1,0,159,1,1,0.07,3,365,423
0,0,1,0,0,0,1,0,99,1,0,0.72,1,0,277
0,0,1,0,0,1,0,0,250,5,12,0.27,1,20,23
0,1,0,0,0,1,0,0,150,5,30,0.76,1,284,55
0,0,1,0,0,1,0,0,200,4,0,0.72,1,0,277
0,1,0,0,0,1,0,0,150,1,0,0.72,1,0,277
0,0,1,0,0,0,1,0,169,1,9,0.21,2,89,66
0,1,0,0,0,1,0,0,110,1,0,0.72,1,0,277
0,1,0,0,0,0,1,0,46,1,0,0.72,1,0,277
0,0,1,0,0,1,0,0,150,3,12,0.27,2,1,24
0,0,1,0,0,1,0,0,125,2,15,0.34,1,0,582
0,1,0,0,0,0,1,0,40,7,23,0.57,1,130,194
0,0,1,0,0,1,0,0,250,5,0,0.72,1,0,277
0,0,1,0,0,1,0,0,215,1,0,0.72,1,0,277
0,0,1,0,0,1,0,0,200,6,0,0.72,1,0,277
0,1,0,0,0,0,1,0,55,1,0,0.72,1,0,277
0,1,0,0,0,0,1,0,82,3,0,0.72,1,0,277
0,0,1,0,0,0,1,0,60,7,6,0.18,2,0,549
0,0,1,0,0,1,0,0,200,7,0,0.72,1,0,277
0,0,1,0,0,1,0,0,140,1,0,0.72,1,0,277
0,1,0,0,0,0,1,0,60,1,0,0.72,1,0,277
0,0,1,0,0,0,1,0,70,3,6,0.28,2,233,9
1,0,0,0,0,1,0,0,159,1,0,0.72,1,0,277
0,0,1,0,0,1,0,0,200,1,0,0.72,1,0,277
0,0,1,0,0,0,1,0,90,1,0,0.72,1,0,277
0,0,1,0,0,0,1,0,100,1,0,0.72,1,0,277
0,0,0,1,0,0,1,0,77,2,1,0.07,1,364,428
0,1,0,0,0,1,0,0,165,4,10,0.23,1,0,342
0,1,0,0,0,0,1,0,45,3,7,0.16,2,0,463
0,0,1,0,0,1,0,0,230,3,52,1.33,2,325,34
0,0,1,0,0,1,0,0,250,5,33,0.76,1,28,55
0,1,0,0,0,1,0,0,85,5,0,0.72,1,0,277
0,0,1,0,0,1,0,0,200,3,0,0.72,1,0,277
0,1,0,0,0,1,0,0,140,7,31,0.72,1,209,105
0,0,1,0,0,1,0,0,175,3,14,1.86,1,51,21
0,0,0,1,0,0,1,0,180,1,0,0.72,2,0,277
0,1,0,0,0,0,1,0,100,2,7,0.19,1,310,253
0,0,1,0,0,0,1,0,95,3,0,0.72,1,0,277
0,0,1,0,0,1,0,0,150,5,0,0.72,2,0,277
0,0,0,1,0,1,0,0,144,2,13,0.3,1,288,106
0,1,0,0,0,0,1,0,42,3,0,0.72,1,0,277
0,0,1,0,0,0,1,0,95,1,13,0.32,2,0,416
0,0,1,0,0,0,1,0,209,3,7,0.22,1,317,18
0,1,0,0,0,0,1,0,50,5,28,1.36,2,0,322
0,1,0,0,0,0,1,0,95,1,0,0.72,1,0,277
0,1,0,0,0,1,0,0,161,2,21,0.48,3,2,8
0,1,0,0,0,1,0,0,110,2,24,0.56,1,0,633
0,0,1,0,0,1,0,0,149,1,0,0.72,1,0,277
0,0,0,1,0,1,0,0,89,1,16,0.45,1,36,554
0,0,0,1,0,1,0,0,99,4,4,0.09,1,0,185
0,1,0,0,0,1,0,0,199,2,6,1.4,1,73,8
0,0,1,0,0,1,0,0,175,1,0,0.72,1,0,277
0,0,1,0,0,1,0,0,300,3,25,0.58,3,0,14
0,1,0,0,0,0,1,0,100,2,22,0.5,1,0,609
0,0,1,0,0,1,0,0,90,7,7,0.16,1,269,72
0,0,1,0,0,0,1,0,75,1,0,0.72,1,0,277
0,0,1,0,0,1,0,0,170,3,11,0.31,1,0,323
0,1,0,0,0,0,1,0,75,2,0,0.72,1,0,277
0,0,1,0,0,0,1,0,75,1,0,0.72,1,1,277
0,1,0,0,0,0,1,0,80,2,0,0.72,1,0,277
0,1,0,0,0,1,0,0,139,3,10,0.7,1,0,304
0,1,0,0,0,0,1,0,90,3,6,0.32,1,0,187
0,0,1,0,0,0,1,0,55,4,14,0.33,1,8,36
0,0,1,0,0,1,0,0,296,2,24,1.69,1,0,15
0,0,1,0,0,1,0,0,150,2,9,1.41,1,89,34
1,0,0,0,0,1,0,0,139,3,30,0.69,1,357,48
0,0,1,0,0,0,1,0,249,4,0,0.72,2,0,277
0,0,1,0,0,1,0,0,250,5,0,0.72,1,0,277
0,0,1,0,0,1,0,0,200,2,0,0.72,1,0,277
0,1,0,0,0,1,0,0,120,4,0,0.72,1,0,277
0,0,1,0,0,0,1,0,110,2,2,0.06,2,188,438
0,1,0,0,0,1,0,0,125,1,0,0.72,1,0,277
0,1,0,0,0,0,1,0,70,2,47,1.1,1,54,51
0,1,0,0,0,0,1,0,50,3,6,0.14,1,10,273
0,0,1,0,0,0,1,0,199,1,49,1.11,1,230,21
0,0,1,0,0,0,1,0,130,1,0,0.72,1,0,277
0,1,0,0,0,0,1,0,84,2,48,1.11,2,263,8
0,1,0,0,0,0,1,0,130,2,16,0.41,1,262,188
0,0,1,0,0,1,0,0,175,4,0,0.72,1,0,277
0,0,1,0,0,1,0,0,305,1,0,0.72,2,0,277
0,0,1,0,0,1,0,0,200,1,52,1.2,1,74,8
0,0,1,0,0,0,1,0,105,5,0,0.72,2,0,277
0,1,0,0,0,0,1,0,85,1,0,0.72,1,0,277
0,1,0,0,0,0,1,0,79,4,0,0.72,1,0,277
0,0,1,0,0,1,0,0,300,3,0,0.72,1,0,277
1,0,0,0,0,0,1,0,65,3,2,0.05,1,356,187
0,0,0,1,0,0,1,0,49,2,21,0.48,2,311,23
0,0,1,0,0,0,1,0,108,1,11,0.25,1,0,577
0,1,0,0,0,0,1,0,34,5,34,0.77,1,7,175
0,0,1,0,0,1,0,0,180,4,0,0.72,1,0,277
0,1,0,0,0,1,0,0,100,5,3,0.25,1,78,35
0,0,1,0,0,1,0,0,190,4,10,0.23,1,0,192
0,1,0,0,0,1,0,0,90,7,6,0.17,1,0,372
0,1,0,0,0,1,0,0,325,3,16,0.42,1,103,79
0,1,0,0,0,1,0,0,99,3,9,0.23,1,42,34
0,0,1,0,0,0,1,0,150,1,0,0.72,2,0,277
0,1,0,0,0,0,1,0,100,5,0,0.72,1,0,277
0,0,1,0,0,1,0,0,275,4,18,1.9,1,85,7
0,1,0,0,0,1,0,0,308,2,22,0.55,1,109,15
0,0,1,0,0,1,0,0,110,1,0,0.72,1,0,277
1,0,0,0,0,1,0,0,189,1,8,0.22,2,354,73
0,0,1,0,0,0,1,0,90,5,0,0.72,1,0,277
0,1,0,0,0,1,0,0,128,2,37,0.84,1,0,225
0,0,1,0,0,1,0,0,210,1,0,0.72,1,365,277
0,0,0,1,0,0,1,0,155,2,14,0.33,3,90,435
0,1,0,0,0,0,1,0,70,3,46,1.05,2,92,25
0,0,1,0,0,0,1,0,70,1,17,0.4,1,0,551
0,1,0,0,0,0,1,0,90,2,3,0.48,1,6,28
0,1,0,0,0,1,0,0,125,7,0,0.72,1,0,277
0,1,0,0,0,1,0,0,100,4,0,0.72,1,0,277
0,0,1,0,0,0,1,0,115,1,0,0.72,1,0,277
0,1,0,0,0,0,1,0,40,1,0,0.72,1,0,277
0,0,1,0,0,1,0,0,125,2,0,0.72,1,0,277
0,1,0,0,0,0,1,0,39,3,0,0.72,1,0,277
0,0,1,0,0,0,1,0,49,2,0,0.72,1,0,277
0,1,0,0,0,0,1,0,69,1,30,0.8,1,0,553
0,0,1,0,0,1,0,0,110,5,0,0.72,1,7,277
0,0,0,1,0,0,1,0,65,3,13,0.58,2,167,51
0,0,1,0,0,0,1,0,150,1,0,0.72,1,0,277
0,0,0,1,0,1,0,0,125,2,38,0.87,2,330,35
1,0,0,0,0,0,1,0,70,7,0,0.72,1,0,277
0,0,1,0,0,1,0,0,70,3,0,0.72,1,0,277
0,0,1,0,0,0,1,0,45,1,0,0.72,1,0,277
0,1,0,0,0,1,0,0,143,1,0,0.72,1,0,277
0,1,0,0,0,1,0,0,145,10,18,0.43,1,157,69
0,0,1,0,0,0,1,0,90,1,0,0.72,1,0,277
0,1,0,0,0,0,1,0,75,3,14,0.33,1,352,95
0,0,1,0,0,0,1,0,225,3,49,1.44,1,322,32
0,0,1,0,0,1,0,0,150,2,51,1.21,1,0,23
0,0,1,0,0,0,1,0,61,3,21,0.47,1,16,3
0,0,0,1,0,0,1,0,68,1,0,0.72,1,0,277
0,0,1,0,0,0,1,0,125,5,0,0.72,1,0,277
0,0,1,0,0,1,0,0,280,4,0,0.72,1,0,277
0,1,0,0,0,0,1,0,90,1,0,0.72,1,0,277
0,0,1,0,0,1,0,0,150,3,0,0.72,1,0,277
0,0,1,0,0,1,0,0,250,1,0,0.72,1,0,277
0,0,0,1,0,0,1,0,60,1,49,1.13,2,0,154
0,0,1,0,0,1,0,0,150,3,39,0.89,1,0,83
0,0,0,1,0,1,0,0,115,2,6,0.18,1,0,371
0,1,0,0,0,1,0,0,300,3,0,0.72,1,0,277
0,0,1,0,0,1,0,0,175,2,0,0.72,1,0,277
0,1,0,0,0,0,1,0,60,7,3,0.07,1,0,553
0,1,0,0,0,1,0,0,119,8,37,0.87,1,85,19
0,1,0,0,0,1,0,0,180,4,0,0.72,1,0,277
0,0,1,0,0,1,0,0,99,5,13,0.3,1,127,10
0,0,1,0,0,1,0,0,95,4,0,0.72,1,0,277
0,1,0,0,0,0,1,0,50,5,0,0.72,1,0,277
0,0,1,0,0,1,0,0,250,1,0,0.72,1,0,277
0,1,0,0,0,0,1,0,58,1,0,0.72,1,0,277
0,1,0,0,0,0,1,0,70,1,0,0.72,1,0,277
0,0,1,0,0,1,0,0,325,7,5,0.12,1,358,285
0,1,0,0,0,1,0,0,180,2,0,0.72,1,0,277
0,0,1,0,0,1,0,0,303,5,0,0.72,1,0,277
0,0,1,0,0,1,0,0,125,3,0,0.72,1,0,277
0,1,0,0,0,0,1,0,50,3,0,0.72,1,129,277
0,1,0,0,0,0,1,0,45,3,0,0.72,2,320,277
0,0,1,0,0,1,0,0,165,5,42,0.97,1,281,36
0,1,0,0,0,1,0,0,215,3,0,0.72,1,0,277
0,1,0,0,0,0,1,0,80,7,11,0.25,1,0,65
0,0,0,1,0,1,0,0,149,5,4,0.14,1,0,626
0,0,1,0,0,0,1,0,110,2,0,0.72,1,0,277
0,1,0,0,0,1,0,0,83,2,0,0.72,1,0,277
0,0,1,0,0,1,0,0,166,3,54,1.24,1,0,15
0,0,1,0,0,1,0,0,220,5,49,1.15,2,251,38
0,0,0,1,0,0,1,0,70,2,26,0.75,1,128,47
0,1,0,0,0,1,0,0,120,1,0,0.72,1,0,277
0,1,0,0,0,0,1,0,45,10,0,0.72,1,0,277
1,0,0,0,0,0,1,0,85,7,9,0.25,1,364,12
0,0,1,0,0,1,0,0,199,7,36,0.84,1,164,323
0,0,1,0,0,1,0,0,150,1,0,0.72,1,0,277
0,1,0,0,0,1,0,0,180,5,0,0.72,1,0,277
0,0,1,0,0,1,0,0,299,1,0,0.72,1,0,277
0,1,0,0,0,0,1,0,66,2,0,0.72,1,0,277
0,1,0,0,0,1,0,0,200,2,8,0.35,1,0,463
0,0,1,0,0,0,1,0,98,3,0,0.72,1,0,277
0,0,1,0,0,1,0,0,150,2,1,0.07,1,0,413
0,1,0,0,0,0,1,0,50,2,30,0.68,2,0,243
0,1,0,0,0,1,0,0,245,3,20,0.46,1,128,7
0,0,1,0,0,0,1,0,150,1,3,0.9,1,178,97
0,0,1,0,0,1,0,0,290,5,0,0.72,1,0,277
0,1,0,0,0,0,1,0,40,1,0,0.72,1,0,277
0,0,1,0,0,1,0,0,129,1,0,0.72,1,0,277
0,0,0,1,0,1,0,0,280,2,0,0.72,1,0,277
0,1,0,0,0,1,0,0,165,10,0,0.72,2,0,277
0,0,1,0,0,1,0,0,85,1,28,0.65,1,27,44
